,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
O60547,0.3493791786055397,0.4387774594078319,0.5560649474689588,0.46953199617956065,0.6966571155682904,0.5856733524355301,0.6267430754536771,0.5795606494746895,0.5507163323782234,0.5627507163323782,0.5572110792741165,0.590639923591213,0.5384909264565425,0.5138490926456543,0.5220630372492836,0.5119388729703916,0.5052531041069723,0.5814708691499523,0.5965616045845272,0.5436485195797518,0.5327602674307546,0.49570200573065903,0.5106017191977078,0.4991404011461318,0.525119388729704,0.5134670487106017,0.5873925501432665,0.5617956064947469,0.5065902578796562,0.6376313276026744,0.624450811843362,0.6561604584527221,0.7119388729703916
O60678,0.29319129226493745,0.7208198239925891,0.806276053728578,0.729967577582214,0.7755905511811023,0.7194302918017601,0.7699166280685503,0.7043770264011116,0.7185039370078741,0.6609541454377026,0.7012505789717461,0.6754284390921723,0.6537748957850857,0.6990504863362668,0.6636174154701251,0.650764242704956,0.6109309865678555,0.713756368689208,0.7522000926354793,0.7031032885595183,0.706577119036591,0.7497684113015285,0.6362899490504863,0.5460861509958314,0.5719082908754053,0.6331635016211209,0.5985409911996294,0.705187586845762,0.6523853635942566,0.6346688281611857,0.6687123668364984,0.6643121815655396,0.6704492820750347
O60701,0.5941427853192559,0.7341628959276018,0.6636500754147814,0.5946455505279035,0.7406988436400201,0.7782805429864253,0.7219708396178984,0.7420814479638008,0.7237305178481649,0.7575414781297134,0.7743841126194067,0.8143539467068879,0.8185017596782302,0.8613624937154348,0.8386123680241327,0.8562091503267973,0.8285570638511816,0.8403720462543992,0.830316742081448,0.8342131724484666,0.7851935646053293,0.8289341377576672,0.8171191553544495,0.7826797385620915,0.8436400201106085,0.8697838109602815,0.8288084464555052,0.9120160884866767,0.9443187531422825,0.9269733534439417,0.8983157365510306,0.9311211664152841,0.9131473102061337
P00344,0.6244588744588745,0.7732683982683983,0.7597402597402598,0.676948051948052,0.4691558441558442,0.7083333333333334,0.7316017316017316,0.8116883116883116,0.7949134199134199,0.7846320346320346,0.8685064935064936,0.8398268398268398,0.79004329004329,0.800865800865801,0.7792207792207793,0.8403679653679654,0.7748917748917749,0.7927489177489179,0.7656926406926408,0.8116883116883117,0.7115800865800866,0.8170995670995671,0.8068181818181818,0.6931818181818181,0.6861471861471862,0.7716450216450217,0.676948051948052,0.7115800865800865,0.6677489177489178,0.7559523809523809,0.8030303030303031,0.7245670995670996,0.7867965367965368
P00366,0.46932061802321284,0.47434760109410806,0.5768093442744141,0.545871220521919,0.5910031788275301,0.5526724329119539,0.5277592962223701,0.6015746285207364,0.5944777112441783,0.5756634878391365,0.6079692466918015,0.6324388260516005,0.5808752864641088,0.5870111628594662,0.6017964071856288,0.614733495971021,0.5977304649959341,0.6379093664522807,0.6595327862792932,0.5999852147556739,0.602646558734383,0.5824647002291713,0.6382050713388039,0.6570932209654764,0.6447105788423154,0.6376875877873882,0.6467065868263473,0.6733939528350706,0.6770902639166112,0.6586826347305389,0.6655947364530199,0.6877356398314481,0.6709913506320692
P00489,0.6842164095685223,0.4567777032565765,0.30998956703182057,0.36526566808256944,0.36265742603770773,0.34998882181980767,0.3384752962217751,0.3458715254489902,0.3343952604515985,0.35030553692525523,0.3882368283776735,0.34743647067590727,0.35990014159028244,0.3658059467918623,0.3761085028690662,0.352112676056338,0.34669125866308964,0.37668604217899987,0.3722334004024145,0.36804158283031524,0.35030553692525523,0.36502347417840375,0.3577762873537521,0.32917877636187487,0.32107459572248304,0.3574595722483047,0.3336686787391012,0.36383113495789554,0.34620687085475815,0.31822415977345553,0.3584283478649676,0.3739101274312542,0.3408599746627915
P00636,0.7862173038229376,0.5924547283702213,0.5707243460764587,0.5552313883299799,0.5526156941649899,0.40653923541247483,0.7287726358148894,0.6722334004024144,0.6724346076458753,0.7729376257545271,0.6377263581488933,0.6216297786720322,0.5203219315895373,0.6037223340040241,0.5106639839034206,0.6017102615694164,0.5882293762575452,0.5839034205231388,0.5633802816901408,0.5745472837022132,0.6017102615694165,0.6242454728370221,0.6035211267605634,0.5126760563380282,0.7359154929577465,0.5047283702213279,0.7467806841046277,0.5749496981891348,0.5722334004024145,0.5637826961770623,0.5751509054325956,0.6341046277665996,0.6009054325955735
P00669,0.5431985294117647,0.6856617647058824,0.6893382352941175,0.5193014705882353,0.4963235294117647,0.53125,0.6957720588235294,0.6066176470588236,0.7573529411764706,0.6599264705882353,0.6001838235294118,0.6994485294117647,0.6847426470588236,0.6387867647058824,0.71875,0.65625,0.7123161764705883,0.7022058823529412,0.8005514705882353,0.7959558823529411,0.6470588235294118,0.546875,0.5983455882352942,0.48253676470588236,0.5165441176470589,0.5588235294117647,0.5514705882352942,0.4944852941176471,0.47334558823529416,0.48161764705882354,0.6920955882352943,0.5955882352941176,0.6231617647058824
P00735,0.2556567328918322,0.7493101545253864,0.7250275938189845,0.8058774834437087,0.8857615894039735,0.8547185430463575,0.7676600441501105,0.8264348785871964,0.7724889624724062,0.7087472406181015,0.7272350993377483,0.6966059602649006,0.6056843267108167,0.6109271523178809,0.6454194260485652,0.6479028697571744,0.6539735099337748,0.7248896247240618,0.6672185430463575,0.6542494481236203,0.6382450331125827,0.6850165562913908,0.6374172185430463,0.5644315673289183,0.5093818984547461,0.6908112582781457,0.475855408388521,0.48206401766004414,0.6906732891832229,0.5738134657836644,0.6088576158940397,0.6589403973509934,0.6389348785871964
P00775,0.18638265500190182,0.5503993914035755,0.47394446557626474,0.5329022441993153,0.40243438569798407,0.5249144161278052,0.3141879041460632,0.2422974515024724,0.34842145302396355,0.27919360973754276,0.5241536705971852,0.5713198934956257,0.5796880943324458,0.6675542031190567,0.604031951312286,0.5587675922403956,0.7040699885888171,0.6146823887409661,0.6295169265880562,0.599087105363256,0.4903004944845949,0.6458729554963865,0.5682769113731456,0.6934195511601369,0.4625332826169646,0.4636744009128947,0.43172308862685427,0.5363255990871053,0.6188664891593763,0.4549258273107646,0.7189045264359072,0.7249904906808673,0.6245720806390263
P04629,0.4464646464646465,0.7516339869281046,0.7171122994652407,0.7344028520499108,0.7183303624480095,0.7144385026737968,0.7792038027332145,0.7572786690433748,0.7666072489601902,0.7969102792632203,0.7726975638740345,0.7423054070112893,0.7645276292335116,0.7401663695781342,0.6912953060011884,0.7176470588235294,0.7221628045157458,0.6522578728461081,0.6658645276292335,0.7204693998811645,0.787314319667261,0.7379382055852644,0.7704991087344029,0.6958110516934046,0.684878193701723,0.6184491978609625,0.753030303030303,0.8067142008318479,0.729471182412359,0.6981877599524658,0.7051990493166964,0.7558823529411764,0.7573083778966131
P04711,0.626112535827425,0.45708251621662394,0.5798763011012219,0.41084628149042085,0.5545331120832705,0.5077688942525267,0.5092774174083572,0.5196862271835873,0.5925478956101975,0.5515160657716095,0.4871021270176497,0.525720319806909,0.5130487252979332,0.6068034394327952,0.5699954744305324,0.6135917936340323,0.5167446070297179,0.6201538693618948,0.535827424950973,0.5933021571881129,0.49177854880072414,0.5360537034243475,0.5567204706592247,0.5065620757278624,0.5154623623472621,0.4296273947805098,0.4602504148438678,0.4835570976014482,0.474430532508674,0.5183285563433399,0.5721074068486951,0.5421632222054608,0.5985819882335194
P06169,0.4806405353728489,0.45458891013384317,0.37057839388145314,0.4469407265774379,0.3482313575525813,0.4788479923518164,0.5393164435946463,0.46319311663479923,0.37368546845124284,0.3171606118546845,0.36125717017208414,0.28250478011472274,0.2906309751434034,0.4668977055449331,0.30270076481835567,0.32588432122370936,0.30066921606118546,0.22108030592734224,0.21785372848948376,0.18582695984703632,0.2447418738049713,0.32934990439770556,0.2690009560229446,0.22323135755258128,0.40296367112810705,0.4180210325047802,0.4634321223709369,0.4879302103250478,0.4780114722753346,0.4057122370936903,0.4408460803059273,0.5283221797323137,0.45411089866156795
P06709,0.5789518317503392,0.5691146540027138,0.6733378561736771,0.512466078697422,0.48219131614654,0.5055970149253731,0.5172998643147897,0.658836499321574,0.5965061058344641,0.6612957937584804,0.6520522388059702,0.7940128900949797,0.7712008141112618,0.7595827679782904,0.7723880597014925,0.7737449118046134,0.7603459972862958,0.7564450474898236,0.8118215739484396,0.7600067842605156,0.8195386702849389,0.7413500678426053,0.8474389416553596,0.823015603799186,0.8754240162822253,0.769504748982361,0.755342605156038,0.7621268656716418,0.8526119402985075,0.8113975576662145,0.8045284938941655,0.7895183175033921,0.8003731343283582
P07071,0.7783625730994153,0.5469298245614035,0.6697368421052632,0.5350877192982456,0.5937134502923975,0.44707602339181285,0.6065789473684211,0.7257309941520468,0.6535087719298245,0.4052631578947369,0.564766081871345,0.5758771929824561,0.5866959064327486,0.4621345029239766,0.6476608187134503,0.5396198830409357,0.5783625730994152,0.6179824561403509,0.6584795321637427,0.6263157894736842,0.5846491228070175,0.45804093567251464,0.5230994152046784,0.518859649122807,0.4650584795321637,0.5343567251461988,0.49619883040935675,0.6076023391812866,0.5153508771929824,0.6532163742690058,0.5321637426900585,0.5618421052631579,0.5396198830409358
P07379,0.34061393152302244,0.5109799291617474,0.39067296340023605,0.5956316410861866,0.6085005903187721,0.674025974025974,0.6322314049586776,0.46280991735537186,0.49846517119244393,0.4186540731995277,0.5279811097992916,0.4704840613931523,0.58642266824085,0.6977567886658795,0.5221959858323495,0.48583234946871307,0.4319952774498229,0.5324675324675324,0.42420306965761506,0.503305785123967,0.626564344746163,0.6103896103896104,0.5668240850059032,0.614521841794569,0.5306965761511216,0.5362455726092089,0.7689492325855962,0.69185360094451,0.7409681227863046,0.7512396694214876,0.8142857142857143,0.909681227863046,0.8956316410861865
P09237,0.6730038022813688,0.026615969581749055,0.011406844106463865,0.8821292775665399,0.9201520912547528,0.311787072243346,0.7224334600760456,0.12927756653992395,0.22813688212927752,0.08365019011406849,0.26996197718631176,0.3460076045627376,0.5703422053231939,0.43726235741444863,0.25095057034220536,0.30418250950570347,0.31939163498098855,0.2433460076045627,0.15209125475285168,0.06463878326996197,0.057034220532319435,0.06463878326996197,0.02281368821292773,0.057034220532319435,0.13307984790874527,0.5513307984790874,0.4144486692015209,0.2585551330798479,0.16349809885931554,0.37262357414448666,0.28517110266159695,0.7376425855513308,0.2547528517110266
P09960,0.7598627787307033,0.39184295788069373,0.24547360396417,0.24680769963788834,0.38593481989708406,0.2978845054316752,0.382694873260911,0.3840289689346293,0.3335239184295788,0.45892891175910044,0.4629311987802554,0.3836477987421384,0.4709357728225652,0.46617114541642846,0.47284162378502004,0.36916333142748237,0.284924718886983,0.43205641318848864,0.33028397179340574,0.2367066895368782,0.25214408233276153,0.3809796073947017,0.22241280731846771,0.18925100057175526,0.30341147322279394,0.18753573470554602,0.2986468458166571,0.4211930627024967,0.2973127501429388,0.25080998665904325,0.18029350104821804,0.10367829235753763,0.2508099866590433
P0A1E3,0.8626198083067093,0.7883386581469649,0.14856230031948883,0.4480830670926518,0.40734824281150156,0.6014376996805112,0.476038338658147,0.6373801916932907,0.4976038338658147,0.6333865814696485,0.7252396166134186,0.810702875399361,0.810702875399361,0.7931309904153354,0.8338658146964856,0.7795527156549522,0.8466453674121406,0.8626198083067093,0.7963258785942493,0.7723642172523961,0.5822683706070286,0.7803514376996805,0.7819488817891374,0.3961661341853035,0.29073482428115016,0.6956869009584664,0.36581469648562304,0.5982428115015974,0.5686900958466454,0.6094249201277955,0.786741214057508,0.7531948881789138,0.694888178913738
P0A434,0.48970588235294116,0.5955882352941176,0.36470588235294116,0.7397058823529412,0.5411764705882354,0.7235294117647059,0.6441176470588235,0.39264705882352946,0.3779411764705882,0.4323529411764706,0.3397058823529412,0.5941176470588235,0.5955882352941176,0.7338235294117648,0.5,0.6676470588235294,0.6661764705882354,0.6352941176470588,0.5176470588235293,0.6352941176470588,0.6926470588235294,0.6485294117647059,0.8455882352941176,0.3205882352941177,0.4808823529411765,0.7191176470588236,0.7367647058823529,0.47205882352941175,0.711764705882353,0.6338235294117647,0.5647058823529412,0.5058823529411764,0.6808823529411765
P0A759,0.6693121693121693,0.4828042328042328,0.3333333333333333,0.4444444444444444,0.6878306878306878,0.8082010582010581,0.7658730158730158,0.5542328042328043,0.25793650793650796,0.417989417989418,0.3029100529100529,0.4179894179894179,0.3849206349206349,0.324074074074074,0.3849206349206349,0.2923280423280423,0.26587301587301587,0.30158730158730157,0.2142857142857143,0.2830687830687831,0.31746031746031744,0.41269841269841273,0.23544973544973544,0.28174603174603174,0.33465608465608465,0.3968253968253968,0.31746031746031744,0.40608465608465605,0.27645502645502645,0.31746031746031744,0.33465608465608465,0.4722222222222222,0.4735449735449735
P0A796,0.500219298245614,0.49912280701754386,0.5289473684210526,0.4475877192982456,0.5177631578947368,0.3844298245614035,0.4535087719298246,0.49583333333333335,0.4666666666666667,0.5072368421052631,0.5217105263157895,0.37368421052631584,0.39320175438596494,0.3399122807017544,0.4594298245614035,0.4554824561403509,0.38728070175438595,0.4331140350877193,0.4530701754385965,0.42083333333333334,0.38925438596491224,0.4870614035087719,0.375,0.41535087719298247,0.3243421052631579,0.39758771929824566,0.45899122807017545,0.4157894736842105,0.27631578947368424,0.40482456140350875,0.4263157894736842,0.5903508771929824,0.5331140350877193
P0A962,0.23356269113149847,0.20489296636085627,0.2893730886850153,0.6330275229357798,0.5726299694189603,0.6865443425076453,0.6643730886850153,0.5561926605504587,0.5623088685015291,0.4579510703363914,0.3994648318042814,0.4602446483180428,0.5129969418960245,0.5565749235474007,0.3249235474006116,0.41704892966360857,0.47706422018348627,0.2702599388379205,0.33333333333333337,0.28058103975535165,0.46941896024464835,0.4059633027522936,0.3589449541284404,0.3987003058103975,0.32454128440366975,0.3302752293577982,0.3753822629969419,0.46559633027522934,0.5095565749235473,0.5944189602446484,0.5680428134556575,0.5474006116207951,0.6724006116207951
P0A9T0,0.12060839760068552,0.6707369323050557,0.5796915167095116,0.6765209940017138,0.6478149100257069,0.7232219365895458,0.6505998286203941,0.5002142245072836,0.5029991431019709,0.4708654670094259,0.5556983718937446,0.6107540702656382,0.5751928020565552,0.679305912596401,0.5278491859468724,0.6351756640959725,0.6741645244215938,0.5829048843187661,0.6786632390745502,0.6165381319622965,0.6589545844044558,0.7587832047986289,0.6527420736932305,0.5955441302485004,0.7832047986289632,0.7245072836332476,0.6557412167952014,0.775064267352185,0.7969151670951157,0.577120822622108,0.5220651242502142,0.6266066838046273,0.5850471293916024
P0ABH7,0.43972044263249854,0.37376237623762376,0.2454863133372161,0.3159580663948748,0.23267326732673266,0.2751892836342458,0.2878567268491555,0.3056202679091439,0.2955736750145603,0.3059114735002912,0.3229470005824112,0.3468258590564939,0.3051834595224228,0.2505824111822947,0.244612696563774,0.24868957483983692,0.23412929528246942,0.21228887594641815,0.203843913803145,0.2989225393127548,0.2389341875364007,0.25669772859638906,0.2585905649388468,0.2469423412929528,0.3177052999417589,0.29688410017472333,0.29091438555620264,0.29644729178800233,0.25058241118229474,0.2131624927198602,0.24898078043098426,0.24883517763541058,0.24097262667443214
P0AEE3,0.3706395348837209,0.38226744186046513,0.559593023255814,0.36627906976744184,0.3575581395348837,0.11482558139534882,0.2805232558139535,0.4796511627906977,0.5203488372093024,0.3604651162790698,0.6206395348837209,0.49127906976744184,0.3866279069767442,0.4665697674418605,0.5930232558139534,0.6380813953488372,0.5334302325581395,0.6395348837209303,0.6061046511627907,0.7688953488372093,0.498546511627907,0.5261627906976745,0.436046511627907,0.1816860465116279,0.6090116279069767,0.5232558139534884,0.48691860465116277,0.5915697674418605,0.7587209302325582,0.3938953488372093,0.7805232558139534,0.8313953488372092,0.9069767441860466
P10253,0.41420940170940174,0.3633547008547009,0.6185897435897436,0.6091880341880342,0.642094017094017,0.652457264957265,0.7004273504273505,0.7475427350427352,0.7188034188034188,0.7760683760683761,0.7042735042735043,0.763034188034188,0.7544871794871795,0.760576923076923,0.7026709401709401,0.7402777777777778,0.8129273504273504,0.7538461538461538,0.6989316239316239,0.8302350427350427,0.8378205128205128,0.8353632478632479,0.7229700854700855,0.8411324786324786,0.826068376068376,0.8205128205128205,0.8285256410256411,0.7802350427350427,0.7099358974358975,0.7409188034188035,0.6425213675213676,0.6961538461538461,0.6652777777777779
P11974,0.5045974155069582,0.481734592445328,0.4304174950298211,0.5227385685884691,0.4837226640159045,0.5024850894632207,0.4643389662027833,0.4422216699801193,0.4355119284294235,0.42196819085487075,0.46558151093439365,0.3645626242544731,0.4050695825049702,0.4141401590457257,0.4055666003976143,0.43899105367793245,0.3828280318091451,0.35213717693836977,0.40357852882703776,0.37959741550695825,0.40693339960238567,0.38630715705765406,0.46222664015904563,0.3633200795228628,0.36319582504970177,0.34244532803180916,0.41190357852882703,0.4382455268389662,0.39786282306163023,0.43103876739562624,0.4775099403578529,0.44793737574552683,0.4740308151093439
P13491,0.4280135823429541,0.5188455008488965,0.6219015280135823,0.5258064516129033,0.5427843803056027,0.5575551782682512,0.63106960950764,0.6713073005093377,0.6784380305602716,0.6444821731748727,0.63446519524618,0.6307300509337861,0.600509337860781,0.5405772495755518,0.5492359932088285,0.5808149405772496,0.6195246179966044,0.6553480475382003,0.6093378607809846,0.6103565365025467,0.6835314091680814,0.6940577249575552,0.6697792869269948,0.7266553480475382,0.6803056027164686,0.7283531409168081,0.6556876061120543,0.7417657045840407,0.8159592529711376,0.8227504244482173,0.8039049235993209,0.8473684210526315,0.8397283531409168
P14193,0.3002811142346026,0.48121645796064405,0.30437004855609506,0.39994888832098136,0.5553283925376948,0.5192946588295426,0.4671607462305137,0.3835931510350115,0.36391515461282903,0.41477127523639157,0.34551495016611294,0.2990033222591362,0.292358803986711,0.20316892409915668,0.2941477127523639,0.33503705596728856,0.32430360337337083,0.2949143879376438,0.3401482238691541,0.3938154868387427,0.3682596473294148,0.4750830564784053,0.314336825964733,0.4260158446204958,0.540761564017378,0.46051622795808844,0.40659340659340665,0.36468182979810887,0.4063378481983133,0.45744952721696913,0.4283158701763353,0.5732174801942245,0.6107845642729364
P14780,0.7407407407407408,0.767094017094017,0.2257834757834758,0.7998575498575498,0.665954415954416,0.717948717948718,0.8190883190883191,0.5890313390313391,0.44515669515669515,0.44729344729344733,0.5284900284900285,0.4522792022792023,0.6367521367521367,0.5477207977207977,0.4423076923076923,0.4665242165242165,0.4337606837606838,0.5562678062678064,0.3575498575498575,0.45940170940170943,0.594017094017094,0.5797720797720798,0.6260683760683761,0.8262108262108262,0.42806267806267806,0.8782051282051282,0.6111111111111112,0.3660968660968661,0.8069800569800569,0.6445868945868947,0.6381766381766382,0.7314814814814815,0.5235042735042734
P17707,0.5285016286644951,0.41368078175895767,0.6767100977198697,0.5382736156351792,0.5451954397394136,0.5753257328990229,0.5659609120521173,0.5451954397394136,0.49552117263843654,0.5749185667752443,0.4556188925081433,0.5175081433224755,0.4780130293159609,0.5199511400651466,0.4914495114006515,0.4592833876221498,0.4543973941368078,0.4857491856677524,0.4535830618892508,0.4600977198697069,0.43933224755700323,0.5101791530944626,0.5329804560260587,0.43363192182410426,0.5297231270358307,0.5260586319218241,0.6864820846905537,0.6632736156351792,0.7109120521172638,0.6490228013029317,0.5773615635179153,0.6172638436482085,0.44014657980456023
P18031,0.6083959899749374,0.6737468671679198,0.7766290726817042,0.6224310776942356,0.7895989974937343,0.7102756892230576,0.725062656641604,0.7738721804511278,0.8099624060150376,0.8277568922305764,0.8038220551378445,0.7676691729323308,0.7855263157894736,0.7944235588972431,0.7898496240601505,0.8097744360902256,0.761904761904762,0.7733082706766917,0.787781954887218,0.8033834586466165,0.7716791979949875,0.7859022556390978,0.7184210526315788,0.7340852130325815,0.7427318295739349,0.7171679197994988,0.6869047619047619,0.6904761904761905,0.7513784461152881,0.7000626566416039,0.7302631578947368,0.7466165413533834,0.7137218045112783
P18654,0.354455216989843,0.5635964912280702,0.5317405355493998,0.6945983379501385,0.5060018467220684,0.4909972299168975,0.35156971375807944,0.31048014773776544,0.46733610341643583,0.4426361957525392,0.46387349953831947,0.4951523545706371,0.5228531855955679,0.5896814404432132,0.594067405355494,0.48107109879963067,0.5503231763619575,0.45983379501385047,0.5877192982456141,0.5660203139427515,0.605724838411819,0.619921514312096,0.5518236380424746,0.4557940904893813,0.5111957525392429,0.6276546629732225,0.5756001846722067,0.5843721144967682,0.6367728531855956,0.5649815327793166,0.6083795013850415,0.4856879039704525,0.44136657433056325
P19367,0.5927584919746174,0.42702500933184023,0.6105263157894737,0.35655095184770436,0.4821201941022769,0.6029115341545352,0.5837999253452781,0.5814856289660321,0.5711086226203808,0.6211272863008586,0.5847704367301232,0.49578200821201945,0.6268010451661068,0.7284807764091079,0.692347891004106,0.692795819335573,0.7678238148562897,0.596267263904442,0.6476297125793207,0.67331093691676,0.709070548712206,0.7345278088839119,0.7832026875699887,0.8724897349757372,0.8800298618887645,0.8526315789473684,0.8714445688689809,0.8463605823068308,0.9003359462486002,0.9426651735722285,0.9054124673385592,0.9066069428891378,0.8294886151549086
P22498,0.6614110707803993,0.3476633393829401,0.46211433756805803,0.47334392014519056,0.5328947368421053,0.5659029038112523,0.4841197822141561,0.4447595281306715,0.5159936479128857,0.39076678765880213,0.4703947368421053,0.48275862068965514,0.5313067150635209,0.5162205081669691,0.49897912885662427,0.5389065335753176,0.5002268602540835,0.4496370235934664,0.5243874773139746,0.46245462794918335,0.4752722323049001,0.4435117967332123,0.5127041742286751,0.412431941923775,0.4036978221415608,0.4683529945553539,0.6191016333938294,0.675589836660617,0.6183076225045372,0.5325544464609799,0.6868194192377495,0.6827359346642468,0.7053085299455536
